CategoryName,Source,NumberOfPapers
"""ionic conductive hydrogel""","""OpenAIRE""",1
""":materials [engineering]""","""OpenAIRE""",1
"""bioelectronics""","""OpenAIRE""",1
"""polyvinyl alcohol""","""OpenAlex""",1
"""ionic conductivity""","""OpenAlex""",1
"""high memory""","""OpenAlex""",1
"""general-purpose computing on graphics processing units""","""OpenAlex""",1
"""[shs.scipo]humanities and social sciences/political science""","""OpenAIRE""",1
"""autocracy""","""OpenAlex""",1
"""clientelism""","""OpenAlex""",1
"""african american""","""OpenAlex""",1
"""authoritarianism""","""OpenAlex""",1
"""contingent negative variation""","""OpenAIRE""",1
"""delayed reaction""","""OpenAIRE""",1
"""kinetic proofreading""","""OpenAIRE""",1
"""dna nucleotidyltransferases""","""OpenAIRE""",1
"""enzyme""","""OpenAIRE""",1
"""kinetic scheme""","""OpenAlex""",1
"""household income""","""OpenAIRE""",1
"""telephone interview""","""OpenAIRE""",1
"""national health interview survey""","""OpenAlex""",1
"""preliminary analysis""","""OpenAIRE""",1
"""name agreement""","""OpenAIRE""",1
"""procedural memory""","""OpenAlex""",1
"""specific language impairment""","""OpenAIRE""",1
"""voice frequency""","""OpenAIRE""",1
"""pitch period""","""OpenAIRE""",1
"""engineering & allied sciences""","""OpenAIRE""",1
"""parkinson's disease""","""OpenAIRE""",1
"""parkinson's disease""","""OpenAlex""",1
"""research evidence""","""OpenAIRE""",1
"""brand choice""","""OpenAIRE""",1
"""reference price""","""OpenAIRE""",1
"""reference price""","""OpenAlex""",1
"""social balance""","""OpenAIRE""",1
"""dimension reduction""","""OpenAIRE""",1
"""variable and feature selection""","""OpenAIRE""",1
"""partial least squares""","""OpenAIRE""",1
"""chromatin immuno-precipitation""","""OpenAIRE""",1
"""generalized least squares""","""OpenAIRE""",1
"""microarrays""","""OpenAIRE""",1
"""sliced inverse regression""","""OpenAlex""",1
"""sufficient dimension reduction""","""OpenAlex""",1
"""blood circulation""","""OpenAIRE""",1
"""trading and market microstructure (q-fin.tr)""","""OpenAIRE""",1
"""quantitative finance - trading and market microstructure""","""OpenAIRE""",1
"""circumstantial evidence""","""OpenAlex""",1
"""american english""","""OpenAIRE""",1
"""english grammar""","""OpenAlex""",1
"""icosahedral symmetry""","""OpenAlex""",1
"""bayesian combination""","""OpenAIRE""",1
"""occultation""","""OpenAIRE""",1
"""cancer imaging""","""OpenAlex""",1
"""nanoprobe""","""OpenAIRE""",1
"""head and neck cancer""","""OpenAIRE""",1
"""head and neck neoplasms""","""OpenAIRE""",1
"""carcinoma, squamous cell""","""OpenAIRE""",1
"""session (computer science)""","""OpenAIRE""",1
"""fusion frame""","""OpenAIRE""",1
"""equiangular lines""","""OpenAIRE""",1
"""plücker embedding""","""OpenAIRE""",1
"""dimension (graph theory)""","""OpenAIRE""",1
"""grassmannian""","""OpenAIRE""",1
"""65y25""","""OpenAIRE""",1
"""52c17""","""OpenAIRE""",1
"""grassmannian""","""OpenAlex""",1
"""mental calculation""","""OpenAIRE""",1
"""mesh: adaptation, physiological""","""OpenAIRE""",1
"""fmri adaptation""","""OpenAIRE""",1
"""mesh: mathematics""","""OpenAIRE""",1
"""sysbio""","""OpenAIRE""",1
"""mesh: parietal lobe""","""OpenAIRE""",1
"""mesh: mental processes""","""OpenAIRE""",1
"""approximate number system""","""OpenAIRE""",1
"""halton sequence""","""OpenAIRE""",1
"""scrambling""","""OpenAIRE""",1
"""random sequence""","""OpenAlex""",1
"""scrambling""","""OpenAlex""",1
"""curriculum theory""","""OpenAIRE""",1
"""social activity""","""OpenAIRE""",1
"""social understanding""","""OpenAIRE""",1
"""object graph""","""OpenAIRE""",1
"""adaptive sampling""","""OpenAlex""",1
"""low frequency""","""OpenAIRE""",1
"""biasing""","""OpenAIRE""",1
"""pll multibit""","""OpenAlex""",1
"""biasing""","""OpenAlex""",1
"""phase-locked loop""","""OpenAlex""",1
"""discrete transform""","""OpenAIRE""",1
"""marital relations""","""OpenAIRE""",1
"""optimal matching""","""OpenAIRE""",1
"""traditional learning""","""OpenAIRE""",1
"""78m50""","""OpenAIRE""",1
"""propensity score matching""","""OpenAIRE""",1
"""control function""","""OpenAIRE""",1
"""jel:c31""","""OpenAIRE""",1
"""propensity score; matching; selection models""","""OpenAIRE""",1
"""control function""","""OpenAlex""",1
"""jel:c5""","""OpenAIRE""",1
"""jel:c1""","""OpenAIRE""",1
"""jel:j0""","""OpenAIRE""",1
"""regression discontinuity design""","""OpenAlex""",1
"""hemivariational inequality""","""OpenAIRE""",1
"""nonlinear functional analysis""","""OpenAIRE""",1
"""vitality""","""OpenAlex""",1
"""escape response""","""OpenAIRE""",1
"""robot locomotion""","""OpenAlex""",1
"""directed molecular evolution""","""OpenAIRE""",1
"""directed evolution""","""OpenAIRE""",1
"""mutagenesis (molecular biology technique)""","""OpenAIRE""",1
"""protein evolution""","""OpenAlex""",1
"""directed molecular evolution""","""OpenAlex""",1
"""directed evolution""","""OpenAlex""",1
"""density contrast""","""OpenAIRE""",1
"""nonlinear inversion""","""OpenAIRE""",1
"""source inversion""","""OpenAIRE""",1
"""hartman effect""","""OpenAIRE""",1
"""rectangular potential barrier""","""OpenAlex""",1
"""wave packet""","""OpenAlex""",1
"""feynman slash notation""","""OpenAIRE""",1
"""feynman diagram""","""OpenAIRE""",1
"""loop integral""","""OpenAIRE""",1
"""massive particle""","""OpenAIRE""",1
"""feynman integral""","""OpenAIRE""",1
"""feynman graph""","""OpenAlex""",1
"""feynman integral""","""OpenAlex""",1
"""feynman diagram""","""OpenAlex""",1
"""generative systems""","""OpenAIRE""",1
"""organizational unit""","""OpenAlex""",1
"""gradient based algorithm""","""OpenAIRE""",1
"""model development""","""OpenAIRE""",1
"""model architecture""","""OpenAIRE""",1
"""modern portfolio theory""","""OpenAIRE""",1
"""dynamic inconsistency""","""OpenAIRE""",1
"""two-moment decision model""","""OpenAIRE""",1
"""von neumann–morgenstern utility theorem""","""OpenAIRE""",1
"""anticipations ; utility function""","""OpenAIRE""",1
"""utility theory""","""OpenAlex""",1
"""implants, experimental""","""OpenAIRE""",1
"""retinal implant""","""OpenAIRE""",1
"""grating""","""OpenAIRE""",1
"""retinitis pigmentosa""","""OpenAIRE""",1
"""retinal dystrophies""","""OpenAIRE""",1
"""bionic vision""","""OpenAIRE""",1
"""subretinal neuro-prosthetics""","""OpenAIRE""",1
"""sensory aids""","""OpenAIRE""",1
"""france""","""OpenAIRE""",1
"""extremely high frequency""","""OpenAlex""",1
"""specimen preparation and treatment""","""OpenAIRE""",1
"""benign lesion""","""OpenAIRE""",1
"""hematoxylin staining""","""OpenAIRE""",1
"""causes of cancer""","""OpenAIRE""",1
"""carcinomas""","""OpenAIRE""",1
"""h&e stain""","""OpenAlex""",1
"""breast carcinoma""","""OpenAlex""",1
"""lobular carcinoma""","""OpenAlex""",1
"""biopsy""","""OpenAlex""",1
"""ductal carcinoma""","""OpenAlex""",1
"""normal tissue""","""OpenAIRE""",1
"""h&e stain""","""OpenAIRE""",1
"""breast tumors""","""OpenAIRE""",1
"""group-specific staining""","""OpenAIRE""",1
"""invasive carcinoma""","""OpenAIRE""",1
"""breast biopsy""","""OpenAIRE""",1
"""accumulator (cryptography)""","""OpenAlex""",1
"""orthologous gene""","""OpenAIRE""",1
"""pseudogene""","""OpenAIRE""",1
"""animal genetics""","""OpenAIRE""",1
"""genetics of disease""","""OpenAIRE""",1
"""human genetics""","""OpenAIRE""",1
"""complex traits""","""OpenAIRE""",1
"""genetic association studies""","""OpenAIRE""",1
"""biostatistics""","""OpenAIRE""",1
"""genome-wide association studies""","""OpenAIRE""",1
"""etc""","""OpenAIRE""",1
"""limu""","""OpenAIRE""",1
"""自然言語処理""","""OpenAIRE""",1
"""l-attributed grammar""","""OpenAlex""",1
"""parsing expression grammar""","""OpenAlex""",1
"""indexed grammar""","""OpenAlex""",1
"""histidine""","""OpenAIRE""",1
"""cytochrome c peroxidase""","""OpenAIRE""",1
"""cytochrome""","""OpenAIRE""",1
"""hemeprotein""","""OpenAIRE""",1
"""cytochrome c""","""OpenAlex""",1
"""yeast""","""OpenAlex""",1
"""peroxidase""","""OpenAlex""",1
"""cytochrome c peroxidase""","""OpenAlex""",1
"""peaking power plant""","""OpenAIRE""",1
"""thermostat""","""OpenAIRE""",1
"""thermostat""","""OpenAlex""",1
"""load shifting""","""OpenAlex""",1
"""load following power plant""","""OpenAIRE""",1
"""digestive diseases""","""OpenAIRE""",1
"""false positive rate""","""OpenAIRE""",1
"""colonoscopy""","""OpenAlex""",1
"""adenoma""","""OpenAlex""",1
"""colorectal polyp""","""OpenAlex""",1
"""colonoscopy""","""OpenAIRE""",1
"""adenomatous polyps""","""OpenAIRE""",1
"""colorectal cancer prevention""","""OpenAIRE""",1
"""early detection of cancer""","""OpenAIRE""",1
"""colo-rectal cancer""","""OpenAIRE""",1
"""colorectal neoplasms""","""OpenAIRE""",1
"""colonic polyps""","""OpenAIRE""",1
"""adenoma detection rate improving technology""","""OpenAIRE""",1
"""paediatrics and reproductive medicine""","""OpenAIRE""",1
"""deep learning; image classification; convolutional neural networks; domain generalization; self supervision; domain adaptation""","""OpenAIRE""",1
"""domain generalization""","""OpenAIRE""",1
"""self supervision""","""OpenAIRE""",1
"""total factor productivity""","""OpenAIRE""",1
"""simultaneity""","""OpenAIRE""",1
"""total factor productivity""","""OpenAlex""",1
"""urban metabolism""","""OpenAIRE""",1
"""smart city, open urbanism, urban planning, fablab""","""OpenAIRE""",1
"""settore icar/21 - urbanistica""","""OpenAIRE""",1
"""collective intelligence""","""OpenAIRE""",1
"""delegate""","""OpenAIRE""",1
"""unreliable data""","""OpenAIRE""",1
"""record linkage""","""OpenAlex""",1
"""competence-based management""","""OpenAIRE""",1
"""strategic sourcing""","""OpenAIRE""",1
"""strategic business unit""","""OpenAlex""",1
"""spearman's rank correlation coefficient""","""OpenAlex""",1
"""lipophilicity""","""OpenAlex""",1
"""historiography/philosophy of history""","""OpenAIRE""",1
"""link (knot theory)""","""OpenAIRE""",1
"""laboratorium voor entomologie""","""OpenAIRE""",1
"""laboratory of entomology""","""OpenAIRE""",1
"""chemical ecology""","""OpenAlex""",1
"""entomology""","""OpenAlex""",1
"""plant biology""","""OpenAlex""",1
"""plant ecology""","""OpenAIRE""",1
"""q-learning""","""OpenAlex""",1
"""azotemia""","""OpenAIRE""",1
"""kidney diseases""","""OpenAIRE""",1
"""fluid therapy""","""OpenAIRE""",1
"""drug combinations""","""OpenAIRE""",1
"""creatinine""","""OpenAIRE""",1
"""diatrizoate meglumine""","""OpenAIRE""",1
"""dosing""","""OpenAIRE""",1
"""diabetic nephropathies""","""OpenAIRE""",1
"""diatrizoate""","""OpenAIRE""",1
"""cardiac catheterization""","""OpenAIRE""",1
"""renal function""","""OpenAlex""",1
"""urology""","""OpenAlex""",1
"""creatinine""","""OpenAlex""",1
"""azotemia""","""OpenAlex""",1
"""supply""","""OpenAIRE""",1
"""dichotomy""","""OpenAIRE""",1
"""technology integration""","""OpenAlex""",1
"""mathematics curriculum""","""OpenAlex""",1
"""surgical procedures, operative""","""OpenAIRE""",1
"""cacc""","""OpenAIRE""",1
"""cascaded systems""","""OpenAIRE""",1
"""ivs - integrated vehicle safety""","""OpenAIRE""",1
"""vehicle platoons""","""OpenAIRE""",1
"""cooperative adaptive cruise control""","""OpenAIRE""",1
"""string stability""","""OpenAIRE""",1
"""mechanics, materials and structures""","""OpenAIRE""",1
"""traffic""","""OpenAIRE""",1
"""input–output stability""","""OpenAIRE""",1
"""reliable mobility systems""","""OpenAIRE""",1
"""second derivative""","""OpenAIRE""",1
"""differential operator""","""OpenAIRE""",1
"""point target""","""OpenAIRE""",1
"""oddball paradigm""","""OpenAIRE""",1
"""neostriatum""","""OpenAIRE""",1
"""semantic interoperability""","""OpenAIRE""",1
"""semantic search""","""OpenAIRE""",1
"""semantic annotation""","""OpenAIRE""",1
"""semantic html""","""OpenAIRE""",1
"""social semantic web""","""OpenAlex""",1
"""semantic technology""","""OpenAlex""",1
"""semantic annotation""","""OpenAlex""",1
"""semantic analytics""","""OpenAlex""",1
"""semantic search""","""OpenAlex""",1
"""wall thickness""","""OpenAIRE""",1
"""plaque area""","""OpenAIRE""",1
"""frame grabber""","""OpenAIRE""",1
"""femoral artery""","""OpenAIRE""",1
"""echo (computing)""","""OpenAIRE""",1
"""near wall""","""OpenAIRE""",1
"""carotid arteries""","""OpenAlex""",1
"""arterial wall""","""OpenAlex""",1
"""lumen (anatomy)""","""OpenAlex""",1
"""zeno's paradoxes""","""OpenAIRE""",1
"""regularization""","""OpenAIRE""",1
"""zeno automata""","""OpenAIRE""",1
"""hybrid systems""","""OpenAIRE""",1
"""hybrid automaton""","""OpenAlex""",1
"""zeno's paradoxes""","""OpenAlex""",1
"""piezoelectric coefficient""","""OpenAlex""",1
"""single crystal""","""OpenAlex""",1
"""crystal growth""","""OpenAlex""",1
"""grain growth""","""OpenAlex""",1
"""logistic map""","""OpenAIRE""",1
"""recurrence quantification analysis""","""OpenAIRE""",1
"""recurrence plot""","""OpenAIRE""",1
"""automation & control systems""","""OpenAIRE""",1
"""probabilistic trust""","""OpenAIRE""",1
"""software agent""","""OpenAlex""",1
"""reputation system""","""OpenAlex""",1
"""parametric surface""","""OpenAIRE""",1
"""ray casting""","""OpenAlex""",1
"""casting""","""OpenAlex""",1
"""catalan""","""OpenAIRE""",1
"""facilitation""","""OpenAIRE""",1
"""grapheme""","""OpenAlex""",1
"""catalan""","""OpenAlex""",1
"""adolescent development""","""OpenAIRE""",1
"""scanning thermal microscopy""","""OpenAIRE""",1
"""heat transfer""","""OpenAlex""",1
"""scanning thermal microscopy""","""OpenAlex""",1
"""user assistance""","""OpenAIRE""",1
"""navigational aid""","""OpenAlex""",1
"""subcategory""","""OpenAlex""",1
"""buck converter""","""OpenAIRE""",1
"""buck converter""","""OpenAlex""",1
"""athletes""","""OpenAlex""",1
"""cardiac imaging/medical imaging""","""OpenAIRE""",1
"""semiconductors""","""OpenAIRE""",1
"""coronary vessels""","""OpenAIRE""",1
"""absorbance""","""OpenAIRE""",1
"""recursive bayesian estimation""","""OpenAIRE""",1
"""hyperspectral images""","""OpenAIRE""",1
"""learner engagement""","""OpenAIRE""",1
"""probabilistic hough transform""","""OpenAIRE""",1
"""experiential education""","""OpenAIRE""",1
"""demand response""","""OpenAIRE""",1
"""distribution transformer""","""OpenAIRE""",1
"""usable""","""OpenAIRE""",1
"""[stat.th]statistics [stat]/statistics theory [stat.th]""","""OpenAIRE""",1
"""computer science - computational engineering, finance, and science""","""OpenAIRE""",1
"""computational engineering, finance, and science (cs.ce)""","""OpenAIRE""",1
"""wish""","""OpenAlex""",1
"""limelight""","""OpenAlex""",1
"""slogan""","""OpenAlex""",1
"""barriers""","""OpenAIRE""",1
"""opportunities""","""OpenAIRE""",1
"""sustainable development goals (unsdgs)""","""OpenAIRE""",1
"""microdata (html)""","""OpenAIRE""",1
"""subsidy""","""OpenAlex""",1
"""clean technology""","""OpenAlex""",1
"""clean energy""","""OpenAlex""",1
"""jel:c65""","""OpenAIRE""",1
"""clean technology""","""OpenAIRE""",1
"""carbon cycle, directed technological change, environment, innovation, optimal policy.""","""OpenAIRE""",1
"""subsidy""","""OpenAIRE""",1
"""carbon cycle, directed technological change, environment, innovation, optimal policy""","""OpenAIRE""",1
"""energy sector""","""OpenAIRE""",1
"""spatial estimation""","""OpenAIRE""",1
"""capacitive deionization""","""OpenAlex""",1
"""thermal insulation""","""OpenAlex""",1
"""supercapacitor""","""OpenAlex""",1
"""aerogel""","""OpenAlex""",1
"""drug delivery""","""OpenAlex""",1
"""microscale chemistry""","""OpenAlex""",1
"""naive algorithm""","""OpenAIRE""",1
"""semantic analysis (linguistics)""","""OpenAIRE""",1
"""reflexive pronoun""","""OpenAlex""",1
"""pronoun""","""OpenAlex""",1
"""rational function""","""OpenAIRE""",1
"""matrix exponential""","""OpenAIRE""",1
"""matrix function""","""OpenAIRE""",1
"""rational function""","""OpenAlex""",1
"""[math.math-oa] mathematics [math]/operator algebras [math.oa]""","""OpenAIRE""",1
"""[math.math-rt] mathematics [math]/representation theory [math.rt]""","""OpenAIRE""",1
"""ddc:510""","""OpenAIRE""",1
"""22exx""","""OpenAIRE""",1
"""[ math.math-oa ] mathematics [math]/operator algebras [math.oa]""","""OpenAIRE""",1
"""[math.math-gm]mathematics [math]/general mathematics [math.gm]""","""OpenAIRE""",1
"""[ math.math-rt ] mathematics [math]/representation theory [math.rt]""","""OpenAIRE""",1
"""[math.math-gm] mathematics [math]/general mathematics [math.gm]""","""OpenAIRE""",1
"""[math.math-ds] mathematics [math]/dynamical systems [math.ds]""","""OpenAIRE""",1
"""[ math.math-ds ] mathematics [math]/dynamical systems [math.ds]""","""OpenAIRE""",1
"""[math.math-oa]mathematics [math]/operator algebras [math.oa]""","""OpenAIRE""",1
"""[math.math-ds]mathematics [math]/dynamical systems [math.ds]""","""OpenAIRE""",1
"""[ math.math-gm ] mathematics [math]/general mathematics [math.gm]""","""OpenAIRE""",1
"""[math.math-rt]mathematics [math]/representation theory [math.rt]""","""OpenAIRE""",1
"""group action""","""OpenAlex""",1
"""representation theory""","""OpenAlex""",1
"""group theory""","""OpenAlex""",1
"""dignity""","""OpenAIRE""",1
"""law enforcement""","""OpenAIRE""",1
"""police legitimacy""","""OpenAIRE""",1
"""dignity""","""OpenAlex""",1
"""animal development""","""OpenAIRE""",1
"""cell fate determination""","""OpenAIRE""",1
"""feedback regulation""","""OpenAlex""",1
"""cell fate determination""","""OpenAlex""",1
"""negative feedback""","""OpenAlex""",1
"""realist synthesis""","""OpenAIRE""",1
"""l900""","""OpenAIRE""",1
"""debate""","""OpenAIRE""",1
"""realist""","""OpenAIRE""",1
"""b900""","""OpenAIRE""",1
"""realist evaluation""","""OpenAIRE""",1
"""functional analysis (psychology)""","""OpenAIRE""",1
"""anxiogenic""","""OpenAIRE""",1
"""displacement (psychology)""","""OpenAIRE""",1
"""anxiolytic""","""OpenAlex""",1
"""anxiogenic""","""OpenAlex""",1
"""prototype theory""","""OpenAIRE""",1
"""logical conjunction""","""OpenAIRE""",1
"""technical skills""","""OpenAIRE""",1
"""internship and residency""","""OpenAIRE""",1
"""bench model""","""OpenAIRE""",1
"""human cadaver""","""OpenAIRE""",1
"""resistance training""","""OpenAlex""",1
"""bench press""","""OpenAlex""",1
"""repeated measures design""","""OpenAlex""",1
"""cadaver""","""OpenAlex""",1
"""preferred provider organizations""","""OpenAIRE""",1
